iter	RMSE
0	0.0006653914637
1	0.0006611633122
2	0.0006555469562
3	0.0006492265475
4	0.0006455894909
5	0.0006397852194
6	0.0006389703091
7	0.0006341730086
8	0.0006320470055
9	0.0006291384679
10	0.0006285853729
11	0.0006269729905
12	0.0006247980762
13	0.0006225853597
14	0.0006205310165
15	0.000617077941
16	0.0006134718065
17	0.0006103120762
18	0.0006074446537
19	0.0006053114822
20	0.00060387138
21	0.0006008175767
22	0.0005988400756
23	0.00059675485
24	0.000595191128
25	0.0005917493968
26	0.0005877750079
27	0.0005848288373
28	0.000584133893
29	0.0005828786815
30	0.00058036881
31	0.0005792660859
32	0.0005774810197
33	0.0005763217146
34	0.0005753954385
35	0.0005747766253
36	0.0005741755561
37	0.00057309824
38	0.0005711189215
39	0.0005706156869
40	0.0005693719171
41	0.0005683089294
42	0.0005674586639
43	0.0005664182869
44	0.0005648877214
45	0.0005644073689
46	0.000563501485
47	0.0005629282025
48	0.0005607526609
49	0.0005601545532
50	0.0005588618308
51	0.0005579590103
52	0.0005560522417
53	0.0005539777007
54	0.0005535258806
55	0.0005525245143
56	0.0005515855855
57	0.0005511276967
58	0.0005494038333
59	0.0005486016629
60	0.0005481999851
61	0.0005474568588
62	0.0005470767401
63	0.0005456162251
64	0.0005443928608
65	0.0005438668753
66	0.0005430670252
67	0.0005419547223
68	0.000541009617
69	0.000539789546
70	0.000538987596
71	0.0005372890043
72	0.0005365369544
73	0.0005346715578
74	0.0005341744729
75	0.0005336241604
76	0.0005330408485
77	0.0005325988602
78	0.0005306511823
79	0.0005296742344
80	0.0005278499207
81	0.0005273636357
82	0.0005267596873
83	0.0005259053883
84	0.0005253590505
85	0.0005246012542
86	0.0005242242802
87	0.0005237122693
88	0.000522216552
89	0.0005219399129
90	0.0005214758046
91	0.0005210647657
92	0.0005205526892
93	0.0005196559741
94	0.0005190761392
95	0.0005176302786
96	0.0005159164256
97	0.0005155428157
98	0.0005150050865
99	0.0005137279873
100	0.0005124642361
101	0.0005102555447
102	0.0005094021967
103	0.0005086758087
104	0.0005079001136
105	0.0005059964466
106	0.0005046840617
107	0.0005033817981
108	0.0005026592207
109	0.0005008185164
110	0.0005004160954
111	0.0005001416966
112	0.0004996294173
113	0.0004989958302
114	0.0004979713492
115	0.0004965060384
116	0.0004950218002
117	0.000494595421
118	0.0004931173468
119	0.0004919574873
120	0.0004915892221
121	0.0004905203572
122	0.0004901915559
123	0.0004893663083
124	0.0004891501414
125	0.000488189474
126	0.0004867502755
127	0.0004857841491
128	0.0004845632603
129	0.0004830779595
130	0.0004815091174
131	0.0004806798727
132	0.0004798737197
133	0.0004780690301
134	0.0004764644001
135	0.0004756365766
136	0.0004739948096
137	0.0004722746091
138	0.0004716122791
139	0.000471168143
140	0.0004699075746
141	0.0004696241762
142	0.0004688943415
143	0.000467459887
144	0.0004660722204
145	0.0004649541124
146	0.0004643953635
147	0.0004633565961
148	0.0004623955103
149	0.0004621794225
150	0.0004612851277
151	0.0004601628122
152	0.000459121473
153	0.0004577816632
154	0.0004562367484
155	0.0004554929142
156	0.0004541987699
157	0.0004536912326
158	0.0004522903489
159	0.0004522008136
160	0.000451973037
161	0.0004510961196
162	0.0004502273205
163	0.0004487669214
164	0.0004473880875
165	0.0004467374078
166	0.0004451163918
167	0.0004448123935
168	0.0004438528887
169	0.000442551227
170	0.0004422033292
171	0.0004411236843
172	0.0004397355432
173	0.0004384168063
174	0.0004375775959
175	0.0004368554551
176	0.0004362143855
177	0.0004360719761
178	0.0004357954652
179	0.0004348453095
180	0.0004340090544
181	0.0004334062294
182	0.0004325751848
183	0.000431679265
184	0.0004305950317
185	0.0004295212865
186	0.0004282854344
187	0.0004280437906
188	0.0004274832194
189	0.0004267213411
190	0.0004252838875
191	0.0004242720414
192	0.0004231676251
193	0.0004225763213
194	0.0004219389524
195	0.0004207725698
196	0.0004197987866
197	0.0004196106669
198	0.0004182608331
199	0.0004175199405
200	0.0004169304281
201	0.0004165728583
202	0.0004159727053
203	0.0004158775001
204	0.0004156690143
205	0.0004146681649
206	0.0004140281824
207	0.0004139346747
208	0.0004133163492
209	0.0004123436549
210	0.0004121562476
211	0.0004110398568
212	0.0004101991205
213	0.0004085652325
214	0.0004079354781
215	0.0004077453344
216	0.0004069376933
217	0.0004061443047
218	0.0004050193908
219	0.0004048551146
220	0.0004043346881
221	0.0004036334088
222	0.0004031592059
223	0.0004029201521
224	0.0004027789622
225	0.000402300619
226	0.000401132418
227	0.0004006567565
228	0.0003996156584
229	0.0003988479331
230	0.0003983862323
231	0.0003971809483
232	0.0003964144498
233	0.0003956515229
234	0.0003953244581
235	0.0003952059964
236	0.0003949446287
237	0.0003945401954
238	0.0003940344097
239	0.0003929543074
240	0.0003919560985
241	0.0003912921972
242	0.0003907726215
243	0.000389917405
244	0.0003892244165
245	0.0003891089647
246	0.0003884762058
247	0.0003880544964
248	0.0003872260806
249	0.0003867140605
250	0.0003859647318
251	0.000385662972
252	0.0003846963866
253	0.0003841108544
254	0.0003839919612
255	0.0003834614188
256	0.0003833574029
257	0.0003830865722
258	0.0003822007634
259	0.0003819715739
260	0.0003812478601
261	0.0003802442141
262	0.0003794824024
263	0.0003792683651
264	0.0003784643933
265	0.0003776012139
266	0.0003767946405
267	0.0003763196412
268	0.0003754765048
269	0.0003735293386
270	0.0003730174811
271	0.0003723371567
272	0.0003714395268
273	0.0003708036504
274	0.0003699948748
275	0.0003688508361
276	0.0003685021915
277	0.0003673816166
278	0.0003664007838
279	0.0003654670643
280	0.0003651456591
281	0.000364571502
282	0.0003638851411
283	0.0003634381233
284	0.0003629814823
285	0.0003622235722
286	0.0003610166428
287	0.0003595862798
288	0.0003591389852
289	0.0003583545726
290	0.0003578387924
291	0.0003573508327
292	0.0003568138669
293	0.0003559254401
294	0.0003553787606
295	0.0003549797025
296	0.0003538956026
297	0.0003534927071
298	0.0003533840284
299	0.0003525833308
300	0.0003521027451
301	0.0003513832088
302	0.0003507839946
303	0.0003501731958
304	0.0003494348774
305	0.0003489819202
306	0.0003481339647
307	0.0003479067157
308	0.0003470989291
309	0.0003467603149
310	0.0003465946576
311	0.0003461795923
312	0.0003458110613
313	0.0003449256929
314	0.0003441826636
315	0.0003431798132
316	0.0003423277211
317	0.0003418055309
318	0.0003410107581
319	0.0003407360304
320	0.0003400444842
321	0.0003396299998
322	0.0003391546593
323	0.0003386713366
324	0.0003385205757
325	0.0003375170225
326	0.0003369460937
327	0.0003368094474
328	0.0003362986929
329	0.0003355624435
330	0.0003346349466
331	0.0003343488066
332	0.0003336196444
333	0.0003330081508
334	0.0003321408409
335	0.0003320227928
336	0.0003319714218
337	0.0003319236883
338	0.000331332463
339	0.0003308309916
340	0.0003303284589
341	0.0003300096571
342	0.0003297504574
343	0.0003291119243
344	0.0003289836914
345	0.0003282673596
346	0.0003273929345
347	0.0003268629941
348	0.0003263247573
349	0.0003255901879
350	0.0003249123286
351	0.0003244918078
352	0.0003236221173
353	0.0003229050538
354	0.0003228302597
355	0.0003223124198
356	0.0003219603566
357	0.0003218494495
358	0.0003213352798
359	0.0003209282715
360	0.0003202820365
361	0.000319344922
362	0.0003190232488
363	0.00031897287
364	0.0003184090208
365	0.000317478589
366	0.0003172213154
367	0.0003166131323
368	0.0003162088842
369	0.0003161660838
370	0.0003158186543
371	0.0003153159767
372	0.0003152789397
373	0.0003140973548
374	0.0003132984156
375	0.0003128606658
376	0.0003128161256
377	0.0003121312464
378	0.000311605611
379	0.0003112193044
380	0.0003107071415
381	0.0003101505097
382	0.0003091259282
383	0.00030861305
384	0.0003083186263
385	0.0003074761047
386	0.0003066213523
387	0.0003065322556
388	0.0003059693981
389	0.0003058786529
390	0.0003055597006
391	0.0003049086401
392	0.0003039979274
393	0.0003039437808
394	0.0003037245428
395	0.0003036759441
396	0.0003032799703
397	0.0003032356995
398	0.0003028828938
399	0.00030250135
400	0.0003023237447
401	0.0003022528658
402	0.0003015982529
403	0.0003010978921
404	0.0003004972698
405	0.0003000142089
406	0.0002995845457
407	0.000299477476
408	0.0002990502825
409	0.0002987041836
410	0.0002980530855
411	0.0002978268639
412	0.0002969169779
413	0.000296861705
414	0.000296211653
415	0.0002959990499
416	0.0002959234924
417	0.0002956098164
418	0.0002948236644
419	0.0002946854997
420	0.0002942641488
421	0.0002940272743
422	0.0002936680122
423	0.0002935247288
424	0.000293274684
425	0.0002928766723
426	0.0002920962623
427	0.0002916182577
428	0.0002910996392
429	0.0002905273542
430	0.0002902795646
431	0.0002897481254
432	0.0002891887475
433	0.0002888912149
434	0.0002883678204
435	0.0002878957456
436	0.0002876885538
437	0.0002873292108
438	0.0002867182236
439	0.0002861476442
440	0.0002857644758
441	0.0002853567413
442	0.0002849607713
443	0.000284807109
444	0.0002841839727
445	0.0002837673403
446	0.0002830665808
447	0.0002827948467
448	0.0002823044756
449	0.0002816518423
450	0.0002813073559
451	0.0002806568317
452	0.0002801444938
453	0.0002793478276
454	0.0002789187846
455	0.0002785138161
456	0.0002779397655
457	0.0002775639981
458	0.0002773304478
459	0.0002769315693
460	0.0002763903109
461	0.0002760511319
462	0.000275716311
463	0.0002754539231
464	0.0002754106885
465	0.0002749240962
466	0.0002741217458
467	0.000273598584
468	0.0002735200403
469	0.0002733354621
470	0.0002728151497
471	0.0002727632007
472	0.0002726523061
473	0.0002722980145
474	0.0002719139652
475	0.0002714565413
476	0.0002707903073
477	0.0002700055245
478	0.0002696946906
479	0.0002692625362
480	0.0002689184462
481	0.0002686214872
482	0.0002681750402
483	0.0002676953582
484	0.0002671439568
485	0.000267017586
486	0.00026679395
487	0.0002667602049
488	0.0002662395789
489	0.0002656559386
490	0.0002654565626
491	0.0002650438507
492	0.0002648314279
493	0.000264669038
494	0.0002644348283
495	0.0002644024869
496	0.000264074933
497	0.0002636024687
498	0.0002631526619
499	0.0002625584275
